p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.23314594285166e-31,0.266063499277641,0.343,0.015,1.65451191152407e-27,1,GstT4
1.36716248291752e-31,0.472569509596404,0.303,0.002,1.83432190333043e-27,1,Gasp
1.44805332629322e-31,0.404024763349471,0.747,0.18,1.94285314788761e-27,1,cno
1.52417307016217e-31,0.284824243200002,0.412,0.039,2.04498300823658e-27,1,Inx2
1.52434471330638e-31,0.759240729084411,0.78,0.229,2.04521330184317e-27,1,CG41520
1.69407085489376e-31,0.272311877196049,0.31,0.005,2.27293486601096e-27,1,CG15365
1.91877270227743e-31,0.355913717200023,0.383,0.029,2.57441733464562e-27,1,Idgf4
1.96932057366138e-31,0.373382580670552,0.318,0.007,2.64223741368148e-27,1,Tollo
2.16259379983524e-31,0.315202473044764,0.318,0.007,2.90155210123894e-27,1,sona
2.54615076706742e-31,0.301079485817093,0.354,0.019,3.41617048417435e-27,1,CG7878
3.53421091615963e-31,0.914445345162224,0.939,0.477,4.74185078621137e-27,1,CG5151
3.64956790358356e-31,0.290756749640165,0.408,0.039,4.89662525623806e-27,1,SP1029
3.75067627763778e-31,0.305698511310308,0.3,0.002,5.03228236170661e-27,1,yin
4.30604189994393e-31,0.284215412637861,0.545,0.092,5.77741641715477e-27,1,CG12163
4.35704752480956e-31,0.268734852481021,0.693,0.153,5.84585066403698e-27,1,emb
4.40623867764074e-31,0.280294291341143,0.639,0.131,5.91185043379058e-27,1,CG3764
5.11803740243538e-31,0.432109655789396,0.321,0.01,6.86687078284755e-27,1,CG15890
5.86703125827852e-31,0.280694466315544,0.386,0.032,7.87179583923229e-27,1,kar
7.8709960389173e-31,0.282108553971262,0.606,0.117,1.05605153854153e-26,1,Lpin
7.97353227239924e-31,0.789865679802232,0.917,0.457,1.06980882498781e-26,1,ct
8.96199225791572e-31,0.653070355832886,0.379,0.032,1.20243050124455e-26,1,Obp69a
9.4683575585023e-31,0.370531798132276,0.296,0.002,1.27036953362425e-26,1,e
9.68306211529934e-31,0.252005791930162,0.412,0.041,1.29917644400971e-26,1,CG17162
1.17426739847692e-30,0.742275429348697,0.899,0.35,1.57551456853648e-26,1,scyl
1.36406164666056e-30,0.250183797014887,0.31,0.007,1.83016151132447e-26,1,CG9372
1.45407301660786e-30,0.655415110475528,0.791,0.231,1.95092976638277e-26,1,cact
1.58281972061598e-30,0.367258031211467,0.451,0.058,2.12366921915046e-26,1,Arc1
1.63151365750671e-30,0.345339633552175,0.318,0.01,2.18900187427676e-26,1,CG5853
1.65666155825182e-30,0.366550289952142,0.318,0.01,2.22274281270647e-26,1,E(spl)mbeta-HLH
1.65902220288213e-30,0.447212275965996,0.819,0.236,2.22591008960696e-26,1,ASPP
1.85730703317052e-30,0.343486874322003,0.325,0.012,2.49194884640488e-26,1,lz
1.93688979796613e-30,0.25806020394043,0.361,0.024,2.59872504193116e-26,1,CG5597
2.44206086708558e-30,0.363015958589128,0.292,0.002,3.27651306536873e-26,1,Tsp5D
2.71924847842217e-30,0.2959607903853,0.516,0.085,3.64841568349903e-26,1,Inos
3.01090036679677e-30,0.342878470732995,0.3,0.005,4.03972502213122e-26,1,CG6429
3.09631496503811e-30,0.319515741510355,0.379,0.032,4.15432578859163e-26,1,Sobp
3.45171856213912e-30,0.294420812086732,0.437,0.054,4.63117079482205e-26,1,CG10433
3.48046105021675e-30,0.396098148268154,0.632,0.139,4.66973459107581e-26,1,CG32137
4.93024928228232e-30,0.27635872036968,0.329,0.015,6.61491546203819e-26,1,bark
5.59095648543431e-30,0.743622531644316,0.596,0.136,7.50138631650721e-26,1,ninaC
6.13271230276775e-30,0.438003447139421,0.289,0.002,8.22826009662349e-26,1,CG13606
6.2316684911919e-30,0.395329057106747,0.289,0.002,8.36102961463217e-26,1,rau
7.67250173925206e-30,0.332336661843678,0.296,0.005,1.02941955835545e-25,1,wgn
1.01704848788778e-29,0.253885484174388,0.668,0.148,1.36457395619904e-25,1,CrebB
1.22459482776861e-29,0.253151232100178,0.614,0.127,1.64303888041715e-25,1,Vps11
1.52041592979919e-29,0.257855537357418,0.632,0.134,2.03994205301158e-25,1,Pfk
1.55152591195929e-29,0.35260043286041,0.614,0.131,2.08168231607578e-25,1,Cys
1.56087991376387e-29,0.345322231015786,0.285,0.002,2.09423258029698e-25,1,CG32687
1.59874598521496e-29,0.386499888089462,0.285,0.002,2.14503748836292e-25,1,Proc-R
1.71971616613939e-29,0.460503649484413,0.292,0.005,2.30734318010922e-25,1,AdamTS-A
1.77088652762068e-29,0.36053768523024,0.404,0.044,2.37599845410867e-25,1,CG33521
2.08366551936574e-29,0.283540856478777,0.455,0.063,2.79565402733302e-25,1,IM4
2.39806863675699e-29,0.452737462925334,0.307,0.01,3.21748868993685e-25,1,Zasp66
3.07411004838975e-29,0.294432632064768,0.274,0,4.12453345192452e-25,1,Mipp1
3.44056269460004e-29,0.266199550960059,0.329,0.017,4.61620296734487e-25,1,CG7778
3.52649923164097e-29,0.282310633076845,0.812,0.251,4.73150401909268e-25,1,CG9650
3.55166132014707e-29,0.54120151071898,0.722,0.195,4.76526399324133e-25,1,PRL-1
4.39939323171127e-29,0.300368131517418,0.686,0.161,5.90266589898702e-25,1,SC35
5.67489639770632e-29,0.25602057204277,0.661,0.151,7.61400849680257e-25,1,Xbp1
5.82472140317318e-29,0.366389069469903,0.744,0.197,7.81502870663746e-25,1,CG6051
5.92255467059686e-29,0.260813281969688,0.542,0.1,7.9462916015398e-25,1,muc
7.46016922753967e-29,0.383649138571319,0.332,0.019,1.000930905259e-24,1,wupA
7.81449141169074e-29,0.282020893212005,0.697,0.173,1.04847031270655e-24,1,CG1358
1.57148974319171e-28,0.432820773821123,0.3,0.01,2.10846778844032e-24,1,Rh50
1.70033829397562e-28,0.409927025421992,0.794,0.229,2.28134388902708e-24,1,mld
1.7023134804544e-28,0.342534702493729,0.57,0.114,2.28399399672567e-24,1,ko
1.72847519342352e-28,0.419572215157481,0.787,0.229,2.31909516701634e-24,1,Pdfr
2.0455160534523e-28,0.729601605668684,0.884,0.336,2.74446888891695e-24,1,Svil
2.26643676745782e-28,0.33872694157665,0.274,0.002,3.04087821089816e-24,1,knrl
2.7968318691477e-28,0.60833272463549,0.917,0.36,3.75250931883548e-24,1,CG42674
2.97756354222072e-28,0.386021707727955,0.289,0.007,3.99499700459754e-24,1,CG42808
3.32491643448263e-28,0.26919884264972,0.628,0.139,4.46104038014534e-24,1,SERCA
3.67486837676699e-28,0.523519888425806,0.83,0.307,4.93057090110827e-24,1,scro
3.96135414178599e-28,0.518658686921967,0.769,0.224,5.31494885203426e-24,1,shn
4.1917055098035e-28,0.324884386037912,0.296,0.01,5.62401128250336e-24,1,CG1146
4.38577526311933e-28,0.285384175251546,0.296,0.01,5.88439467052721e-24,1,Buffy
5.37176171256347e-28,0.783383347106032,0.838,0.304,7.20729268974641e-24,1,nuf
5.6300665484097e-28,0.254233558439627,0.57,0.117,7.5538602880013e-24,1,Inx3
6.39035888321614e-28,0.26459944849741,0.365,0.034,8.5739445136111e-24,1,sals
6.53485679481897e-28,0.358782237006128,0.271,0.002,8.76781736160861e-24,1,CG42741
7.78842783148694e-28,0.522567390376336,0.859,0.299,1.0449733621506e-23,1,SoxN
7.80139605483813e-28,0.254328390391923,0.278,0.005,1.04671330867763e-23,1,drd
8.00443609457882e-28,0.364922765222532,0.473,0.075,1.07395519080964e-23,1,ND-SGDH
8.98816551925968e-28,0.304519124906632,0.3,0.012,1.20594216771907e-23,1,mwh
9.73487830122569e-28,0.34503092995806,0.292,0.01,1.30612862167545e-23,1,zyd
1.00763286587767e-27,0.55570944334973,0.43,0.061,1.35194101614806e-23,1,BomS2
1.03487054602163e-27,0.480390758843475,0.3,0.012,1.38848581159721e-23,1,slf
1.13480435588187e-27,0.475042014584303,0.484,0.085,1.5225670042867e-23,1,BomS3
1.54310990201131e-27,0.38705471055374,0.347,0.029,2.07039055552857e-23,1,Gat
1.8409955338274e-27,0.435936718256017,0.357,0.034,2.47006370773622e-23,1,Obp83b
1.95673911922721e-27,0.287362647583818,0.675,0.165,2.62535687626715e-23,1,CG14442
2.06589707428053e-27,0.253232231936908,0.386,0.044,2.77181410456219e-23,1,stops
2.21972054357494e-27,0.26540584634937,0.339,0.027,2.9781990533145e-23,1,Dl
2.37731758645823e-27,0.280389838707386,0.289,0.01,3.18964700575101e-23,1,hebe
3.20212004183765e-27,0.290825829182402,0.318,0.019,4.29628446013358e-23,1,CG1674
3.27990864988838e-27,0.795678761049394,0.321,0.022,4.40065343555524e-23,1,up
3.3634996537494e-27,0.277417750470754,0.415,0.056,4.51280748543557e-23,1,CG43897
3.4255809519896e-27,0.372335838620431,0.661,0.165,4.59610196328444e-23,1,rdgC
4.98419017328308e-27,0.347289536280757,0.733,0.195,6.68728795549391e-23,1,tmod
5.69193462531509e-27,0.394221015765893,0.292,0.012,7.63686868678525e-23,1,CG10345
7.3458295701468e-27,0.275723623501329,0.307,0.017,9.85589953426596e-23,1,Muc14A
7.83249907845379e-27,0.26924149667686,0.253,0,1.05088640135614e-22,1,Cks30A
8.26594089967259e-27,0.465731664400733,0.856,0.292,1.10904129050907e-22,1,aop
1.13069456532788e-26,0.277161920146742,0.267,0.005,1.51705289830042e-22,1,CG4797
1.13624105382124e-26,0.258446521999302,0.339,0.029,1.52449462191195e-22,1,mnd
1.15580463872317e-26,0.331139234258932,0.325,0.024,1.55074308377488e-22,1,CG6356
1.24634546303508e-26,0.688537052858116,0.859,0.311,1.67222170775417e-22,1,raw
1.29585655973433e-26,0.472404652658178,0.819,0.26,1.73865074619556e-22,1,emc
1.74528577778421e-26,0.282841152341295,0.303,0.017,2.34164992805308e-22,1,wb
1.75778501067963e-26,0.298461993021701,0.303,0.017,2.35842014882885e-22,1,CG14687
1.85475878408377e-26,0.605792092176053,0.44,0.071,2.48852986060519e-22,1,Listericin
1.93094527458306e-26,0.394103372374143,0.794,0.231,2.59074927490809e-22,1,PhKgamma
2.04174693285662e-26,0.387002925165614,0.48,0.088,2.73941185981372e-22,1,Wnt6
2.16886278787579e-26,0.876518329341021,0.906,0.433,2.90996320249294e-22,1,CLIP-190
2.52291079477372e-26,0.332963632445991,0.256,0.002,3.3849894133479e-22,1,CG16978
3.27038963989191e-26,0.629817290144688,0.989,0.837,4.38788177984298e-22,1,Prosap
3.4763362020671e-26,0.269263512188676,0.69,0.18,4.66420028231342e-22,1,Dad
3.71682389505381e-26,0.278886127913645,0.3,0.017,4.9868626199937e-22,1,sxe2
4.42927690147887e-26,0.908259674712061,0.946,0.569,5.9427608187142e-22,1,lqf
4.45346455109268e-26,0.44198208734304,0.823,0.263,5.97521338820105e-22,1,Dmtn
4.7342460437631e-26,0.282936532045484,0.3,0.017,6.35193791691695e-22,1,CG32091
5.2761842534389e-26,0.447056935232091,0.812,0.255,7.07905641283897e-22,1,tws
5.69480816407491e-26,0.302524547550929,0.347,0.034,7.6407241137393e-22,1,Ugt35B1
7.45036063139659e-26,0.354071181329683,0.758,0.212,9.9961488591448e-22,1,CG33298
7.86964865413929e-26,0.31305111683624,0.69,0.18,1.05587075992587e-21,1,CG42542
8.73840102643716e-26,0.515350207415998,0.267,0.007,1.17243126571707e-21,1,CG9572
1.61931204870686e-25,0.311132859997394,0.733,0.204,2.17263097574999e-21,1,fipi
2.10449724435022e-25,0.528772573446908,0.357,0.041,2.82360395274469e-21,1,CG5867
2.12214189840781e-25,0.533562931789831,0.83,0.319,2.84727778509376e-21,1,Bx
2.19190041077517e-25,0.622099629492334,0.278,0.012,2.94087278113705e-21,1,CG13003
2.20254949355161e-25,0.300526094958388,0.747,0.212,2.95516065549819e-21,1,fwd
2.45968943757589e-25,0.250363101673145,0.755,0.214,3.30016531839557e-21,1,path
3.8316804281082e-25,0.57499201924696,0.801,0.28,5.14096563039277e-21,1,Ttd14
4.6405128454434e-25,0.287943783689407,0.318,0.027,6.2261760847314e-21,1,Dfd
5.77811981346596e-25,0.418346558036022,0.386,0.054,7.75250335372728e-21,1,Sidpn
6.0247788784182e-25,0.391513121227247,0.805,0.243,8.0834458211737e-21,1,SelR
6.71164051931365e-25,0.700383435080182,0.57,0.146,9.00500808476312e-21,1,Hsp27
6.75491828372107e-25,0.617568118060881,0.718,0.229,9.06307386126856e-21,1,EbpIII
7.49687365446468e-25,0.717002183356339,0.848,0.314,1.00585553821953e-20,1,osp
7.8827377250817e-25,0.734170980483196,0.946,0.555,1.05762692057421e-20,1,jvl
8.17252859156914e-25,0.708431960563628,0.942,0.599,1.09650816113083e-20,1,Mob2
8.80348798895738e-25,0.615295136960995,0.325,0.032,1.18116398347841e-20,1,BomS1
1.00534341560864e-24,0.282427584727732,0.314,0.027,1.34886926072211e-20,1,CG44085
1.02289783618453e-24,0.34656682962654,0.769,0.224,1.37242202680879e-20,1,Mical
1.06249090669229e-24,0.654426881442887,0.946,0.528,1.42554404950905e-20,1,cdi
1.11423912306821e-24,0.400364350308751,0.798,0.253,1.49497463142062e-20,1,lncRNA:CR43651
1.15211945082555e-24,0.281675699479197,0.675,0.182,1.54579866717264e-20,1,Eaat2
1.4482955585759e-24,0.657351132250756,0.458,0.09,1.94317815094128e-20,1,Obp83a
1.87624964406296e-24,0.492481527186418,0.379,0.054,2.51736414743927e-20,1,Mlp60A
2.09761039424855e-24,0.647941843024848,0.957,0.616,2.81436386596328e-20,1,par-1
2.7422906166013e-24,0.312805314410466,0.718,0.207,3.67933132029397e-20,1,Kr-h1
4.09274222686376e-24,0.630817089541656,0.834,0.316,5.49123224578311e-20,1,CG3655
6.18227169479178e-24,0.616202175004775,0.852,0.316,8.29475393290213e-20,1,spir
7.85310797911866e-24,0.28499043523753,0.708,0.197,1.05365149755835e-19,1,alph
7.92679444748113e-24,0.338372068689787,0.971,0.786,1.06353801101854e-19,1,msi
8.8672662241769e-24,0.295014555635151,0.271,0.015,1.18972110929782e-19,1,GstE1
1.00882059928429e-23,0.488351816551933,0.801,0.265,1.35353459805973e-19,1,S
1.0888353860031e-23,0.444285209743617,0.336,0.039,1.46089043740036e-19,1,Obp28a
1.12138666346368e-23,0.266397430944385,0.733,0.209,1.50456448636921e-19,1,mys
1.22195153870609e-23,0.591508552384396,0.57,0.151,1.63949237948197e-19,1,Hsp68
1.23479728656008e-23,0.413295497926122,0.578,0.144,1.65672751937765e-19,1,CG8369
1.32205545309924e-23,0.251892101164781,0.751,0.224,1.77380180142325e-19,1,Rox8
1.40672899671859e-23,0.3521729652003,0.834,0.282,1.88740829489734e-19,1,ckn
1.57834974249821e-23,0.780221844412607,0.968,0.723,2.11767184950985e-19,1,CG46385
2.03484995176672e-23,0.368737034736469,0.838,0.292,2.73015818028541e-19,1,glec
2.05933616303518e-23,0.250204659875326,0.253,0.01,2.7630113299443e-19,1,fw
3.81745903340756e-23,0.64107921121604,0.888,0.387,5.12188478512293e-19,1,corto
6.22968618587146e-23,0.260511755965703,0.769,0.236,8.35836995558374e-19,1,dsd
1.0305821099602e-22,0.35697759275594,0.787,0.255,1.3827320169336e-18,1,Mhcl
1.137700172875e-22,0.645041658143899,0.408,0.075,1.52645232194639e-18,1,spok
1.5868630112971e-22,0.566529114681069,0.83,0.319,2.12909410225732e-18,1,MRP
1.94544600613228e-22,0.846412728260291,0.874,0.477,2.61020490642768e-18,1,Slob
1.95287230909255e-22,0.311283331830869,0.773,0.243,2.62016877710948e-18,1,Pde11
2.22726701473645e-22,0.438201379410891,0.928,0.421,2.98832415367189e-18,1,CG32521
2.36832620802183e-22,0.692805285377654,0.776,0.273,3.17758327330289e-18,1,Obp19d
2.60749623665653e-22,0.535989191726951,0.986,0.713,3.49847770072206e-18,1,shot
4.29959109834888e-22,0.622126881875736,0.968,0.64,5.76876137665469e-18,1,sima
4.59457482908949e-22,0.318491381625117,0.773,0.26,6.16454104818936e-18,1,CG10960
5.59086262214217e-22,0.251095762102742,0.812,0.263,7.50126038012814e-18,1,tkv
5.65514244267581e-22,0.691600044700602,0.877,0.375,7.58750461533813e-18,1,Doa
5.92481773050136e-22,0.258649382180156,0.282,0.024,7.94932794901368e-18,1,Hpd
8.21010049561272e-22,0.402625354649692,0.838,0.297,1.10154918349636e-17,1,Rala
8.46763582054533e-22,0.448009294490303,0.285,0.027,1.13610269804257e-17,1,Act57B
1.91120523520274e-21,0.254667832295967,0.722,0.231,2.56426406407152e-17,1,CenG1A
1.9902760886156e-21,0.635304360236574,0.928,0.491,2.67035342809555e-17,1,InR
2.77312912188621e-21,0.386856193315657,0.267,0.022,3.72070734283473e-17,1,ple
4.25150137105312e-21,0.374650634998733,0.845,0.333,5.70423938954197e-17,1,CG32982
4.81394498929539e-21,0.41134257838483,1,0.961,6.45886999213762e-17,1,Glut4EF
8.68001848704011e-21,0.262228091138833,0.783,0.265,1.16459808040617e-16,1,CG3726
9.05432185881619e-21,0.54081099387787,0.964,0.589,1.21481836379737e-16,1,CycG
1.24112544818996e-20,0.335842889889618,0.798,0.268,1.66521801383646e-16,1,Src42A
1.27424389538428e-20,0.260395569149657,0.755,0.238,1.70965303443709e-16,1,Atg8a
1.33034946937631e-20,0.954072266762184,0.935,0.73,1.7849298830622e-16,1,norpA
1.51424686292406e-20,0.295934094269323,0.87,0.348,2.03166501598522e-16,1,MYPT-75D
1.77274350200768e-20,0.308704534151983,0.791,0.27,2.3784899566437e-16,1,CG7029
5.19216690296785e-20,0.435449035347034,0.949,0.54,6.96633033371196e-16,1,lncRNA:CR46006
6.13212112314289e-20,0.83863984585739,0.982,0.844,8.22746691092082e-16,1,lncRNA:CR34335
6.61286928253103e-20,0.349589502940038,0.751,0.251,8.87248671637189e-16,1,Drat
8.02433024370709e-20,0.272067278582905,0.744,0.248,1.07662438879818e-15,1,Rgl
9.02646880140699e-20,0.330165786993841,0.863,0.321,1.21108131908478e-15,1,alphaTub84B
1.07357312973824e-19,0.327115565320952,0.83,0.29,1.4404130681698e-15,1,ens
1.17830542825986e-19,0.259185375635694,0.798,0.277,1.58093239309626e-15,1,Nedd4
1.23144459251727e-19,0.344005874681929,0.794,0.285,1.65222920978043e-15,1,sba
1.24338827178856e-19,0.35595158257422,0.996,0.971,1.66825404425871e-15,1,ps
1.255542267865e-19,0.39394263201339,0.993,0.934,1.68456106079448e-15,1,cpo
1.47896543111842e-19,0.480261056759804,0.975,0.718,1.98432791893158e-15,1,MESK2
1.51784552502118e-19,0.548124675086645,0.978,0.73,2.03649334092091e-15,1,Lk6
2.05616657194541e-19,0.541534494227123,0.874,0.384,2.75875868957916e-15,1,dally
3.03809646447434e-19,0.288200904116818,0.78,0.273,4.07621402638523e-15,1,Socs36E
3.13245506493627e-19,0.290262153286492,0.812,0.294,4.20281496062499e-15,1,CG13784
4.92622031641566e-19,0.686669991189668,0.329,0.056,6.60950979853489e-15,1,Os-C
4.99720305407337e-19,0.428132264640768,0.726,0.26,6.70474733765024e-15,1,CG43795
6.26069880484619e-19,0.260482048647875,0.762,0.263,8.39997958646214e-15,1,Slik
6.6674686909996e-19,0.389978089646435,0.834,0.311,8.94574274271416e-15,1,NAT1
7.31292531494623e-19,0.28756308363955,0.798,0.285,9.81175189506336e-15,1,l(1)G0289
1.01116033263897e-18,0.620303099627884,0.921,0.491,1.35667381830171e-14,1,Hex-A
2.35415363641653e-18,0.515344965297724,0.783,0.304,3.15856793398006e-14,1,CG46339
4.13471627354543e-18,0.608959403471775,0.39,0.085,5.5475488242159e-14,1,a10
5.69635424053297e-18,0.362942338275978,0.852,0.336,7.64279848452308e-14,1,CG14478
6.98106785609842e-18,0.38201796578293,0.838,0.331,9.36649874252725e-14,1,spri
7.25815379206469e-18,0.397564665265909,0.96,0.708,9.7382649428132e-14,1,hth
8.92909942009727e-18,0.265623805110684,0.765,0.27,1.19801726919445e-13,1,rgn
1.14533518553836e-17,0.320542022334367,0.596,0.2,1.53669621843682e-13,1,Hsp70Bc
1.20194643882238e-17,0.843545646739301,0.56,0.18,1.61265153696798e-13,1,Rh3
2.17517352213111e-17,0.544872125105311,0.841,0.397,2.91843031464331e-13,1,stv
2.36117097347674e-17,0.414762501383481,0.982,0.856,3.16798309511375e-13,1,bun
2.38235992656171e-17,0.466663752004455,0.816,0.348,3.19641231346784e-13,1,Pdk1
4.79180023670055e-17,0.442642203851867,0.939,0.504,6.42915837758112e-13,1,Snoo
4.96537776588898e-17,0.708730560773104,0.942,0.608,6.66204734849324e-13,1,Arr2
5.36380872543106e-17,0.46499281059601,0.917,0.489,7.19662216691085e-13,1,Fas2
5.86934602220877e-17,0.41527765945266,0.841,0.36,7.8749015579975e-13,1,conu
9.76744137823787e-17,0.311242628493746,0.394,0.097,1.31049760971818e-12,1,Rh4
2.62942935358509e-16,0.423056107621033,0.971,0.783,3.52790536370511e-12,1,psq
3.04889393736399e-16,0.355580061454635,0.816,0.316,4.09070099576127e-12,1,rhea
3.56522657900743e-16,0.265472479436187,0.271,0.044,4.78346450105427e-12,1,Obp56e
4.24078947987668e-16,0.47090721781137,0.928,0.521,5.68986724515054e-12,1,scrib
4.46546072876928e-16,0.394340185531485,0.903,0.394,5.99130865978974e-12,1,Su(Tpl)
6.35312769776387e-16,0.266038219250739,0.845,0.338,8.52399143208979e-12,1,Efa6
6.91829409858509e-16,0.268840275172211,0.823,0.343,9.28227519207161e-12,1,CG9171
7.98212738813245e-16,0.269862373771511,0.805,0.311,1.07096203166573e-11,1,nsl1
9.31972098155546e-16,0.273595520355674,0.895,0.409,1.2504269640953e-11,1,CG10543
9.73430694614483e-16,0.472434926150578,0.762,0.316,1.30605196296425e-11,1,gol
1.07614035207357e-15,0.409657945629123,0.989,0.81,1.44385751037711e-11,1,Eip75B
1.67430730740584e-15,0.291630585675279,0.653,0.26,2.24641811434642e-11,1,Hsp26
2.20001676789272e-15,0.448191695816027,0.964,0.635,2.95176249748166e-11,1,NFAT
2.4032353643761e-15,0.37970178203836,0.931,0.491,3.22442088838342e-11,1,ed
2.66984841285895e-15,0.505143370789205,0.917,0.589,3.58213561553286e-11,1,sky
5.27883707754757e-15,0.662237217423753,0.996,0.869,7.08261570694557e-11,1,ninaE
5.41934165839234e-15,0.322236500129149,0.874,0.416,7.27113070306501e-11,1,Dyrk2
8.39269248823242e-15,0.25624835938225,0.866,0.365,1.12604755114614e-10,1,lncRNA:CR43459
9.26714890080561e-15,0.43206266780689,0.986,0.791,1.24337336802109e-10,1,Syp
1.13742874004804e-14,0.289794762947151,0.845,0.358,1.52608814052246e-10,1,egh
1.76780639900064e-14,0.573554465324118,0.971,0.864,2.37186584553916e-10,1,Ggamma30A
2.1489233028626e-14,0.420363762604834,0.939,0.56,2.88321039545074e-10,1,SNF4Agamma
2.27995151981575e-14,0.470741241000139,0.935,0.669,3.05901095413679e-10,1,DIP-lambda
2.88696930790071e-14,0.373024767734329,0.921,0.513,3.87344672041039e-10,1,Nrg
3.00381120158677e-14,0.443150989687743,0.874,0.428,4.03021348916897e-10,1,CG12991
3.26031775177535e-14,0.275539018948012,0.931,0.569,4.37436832755698e-10,1,kirre
4.90938496272482e-14,0.334533369982727,0.819,0.328,6.58692180448789e-10,1,CG2082
5.03703228850719e-14,0.347013523759664,0.982,0.764,6.75818622149009e-10,1,mtgo
5.83536635116479e-14,0.347504711912896,0.903,0.472,7.82931103335779e-10,1,REPTOR
5.96733472565869e-14,0.478431670827694,0.921,0.591,8.00637300141626e-10,1,Gprk2
6.41572166109168e-14,0.45479260583683,0.964,0.679,8.6079737526867e-10,1,klar
8.72745202643729e-14,0.359883225967695,0.935,0.526,1.17096223838709e-09,1,trx
8.79129099118325e-14,0.371002527664937,0.863,0.397,1.17952751228706e-09,1,Frl
1.19492710379353e-13,0.296810147391387,0.852,0.384,1.60323369515977e-09,1,Prps
1.66337462861766e-13,0.258658945115637,0.834,0.353,2.23174973921632e-09,1,RpL5
1.77225889540527e-13,0.411423924812969,0.906,0.562,2.37783975996525e-09,1,Octbeta2R
4.48559247628477e-13,0.28875745366279,0.903,0.45,6.01831942543127e-09,1,CG32647
4.56933121064843e-13,0.380601727375873,0.931,0.56,6.13067168532700e-09,1,Oda
6.66566196813436e-13,0.327224412021327,0.993,0.932,8.94331866264587e-09,1,aqz
8.35332646416526e-13,0.252155601059248,0.942,0.526,1.12076581169705e-08,1,kek5
8.53744191171309e-13,0.428879016825616,0.903,0.557,1.14546858129455e-08,1,Hsp83
9.87916893750523e-13,0.376578774820471,0.253,0.054,1.32548809634508e-08,1,Rh2
1.25112627427952e-12,0.408222919440909,0.989,0.905,1.67863612220084e-08,1,Msp300
1.31133926633684e-12,0.302202389964928,0.874,0.436,1.75942389364414e-08,1,app
2.20806936569989e-12,0.386278392126009,0.946,0.64,2.96256666795955e-08,1,CtBP
2.71223990052378e-12,0.667607714250761,0.942,0.74,3.63901227453276e-08,1,lovit
3.75005954188179e-12,0.344494420976385,0.903,0.491,5.03145488734279e-08,1,lilli
3.96562633398752e-12,0.39428213756191,0.917,0.547,5.32068085231106e-08,1,CG45050
5.35411224855483e-12,0.282053472455682,0.906,0.45,7.18361240388601e-08,1,tna
5.5963644786083e-12,0.301023059762057,0.942,0.54,7.50864222094875e-08,1,Blimp-1
5.71804129371608e-12,0.353136809853353,0.946,0.594,7.67189600377887e-08,1,Tm1
6.42801174874465e-12,0.355805014236142,0.924,0.569,8.62446336329069e-08,1,Pka-C1
7.15135298327156e-12,0.396680083315065,0.946,0.645,9.59497029765545e-08,1,flw
1.07428565519234e-11,0.281642940963284,0.91,0.448,1.44136906357157e-07,1,l(3)L1231
4.24379578573424e-11,0.338325588502963,0.892,0.455,5.69390080571963e-07,1,CG31145
6.63906896885868e-11,0.277840313260264,0.903,0.496,8.9076388355177e-07,1,DOR
2.20908470194211e-10,0.287616682817581,0.953,0.672,2.96392894459573e-06,1,RhoGAP19D
7.08700751970587e-10,0.32650323075057,0.899,0.523,9.50863798918936e-06,1,CG33144
8.71416828969511e-10,0.258625303322381,0.877,0.445,1.16917995942839e-05,1,Ptp10D
9.10552670955771e-10,0.261584281969873,0.874,0.489,1.22168851862136e-05,1,CG32369
1.07692579895987e-09,0.466414172061047,0.906,0.562,1.44491134446446e-05,1,mt:lrRNA
1.17174556550533e-09,0.516536597269305,0.635,0.338,1.5721310252385e-05,1,lncRNA:alphagamma-element:CR32865
1.39077625967169e-09,0.311921659070368,0.975,0.764,1.86600450760151e-05,1,gish
2.22408335167038e-09,0.27017676379382,0.989,0.754,2.98405263293615e-05,1,tai
2.43648211967783e-09,0.294025683221862,0.928,0.591,3.26902805997174e-05,1,CG32486
3.488322427055e-09,0.288420007755146,0.968,0.684,4.68028220037969e-05,1,Nipped-B
8.39411247855025e-09,0.316491469818827,0.903,0.479,0.000112623807124709,1,raskol
1.06467348775212e-08,0.266194807331293,0.975,0.766,0.000142847241851703,1,Syx1A
2.21983371581897e-08,0.289213636948303,0.895,0.504,0.000297835089651432,1,siz
1.28440831561462e-06,0.259480790898351,0.903,0.569,0.0172329063706013,1,Arr1
1.09324728737203e-25,1.28157304982264,0.969,0.904,1.46680988546705e-21,2,CG41378
2.31465935878543e-24,1.8190785837574,0.856,0.393,3.10557846168242e-20,2,lncRNA:alphagamma-element:CR32865
9.0286804634221e-16,1.89826467622806,0.691,0.374,1.21137805777734e-11,2,Hsp26
3.01394492032536e-15,1.1765644915327,0.835,0.533,4.04380989960054e-11,2,stv
3.42087334176622e-15,1.94387948625499,0.546,0.24,4.58978576264774e-11,2,Hsp70Ab
1.96088484340915e-14,1.49040440075492,0.732,0.509,2.63091919440206e-10,2,Scp1
3.66933214782253e-14,1.13848631005638,0.887,0.665,4.92314294273348e-10,2,Hsp83
3.96233771985039e-13,1.68109656884279,0.536,0.24,5.31626851872327e-09,2,Hsp23
